competition_name,competition_date,competition_location,competition_nation_host,athlete_sex,competition_age_category,competition_url,weight_class,competition_standing,athlete_name,nation,club,bodyweight_kg,competition_group,snatch_1,snatch_1_result,snatch_2,snatch_2_result,snatch_3,snatch_3_result,clean_jerk_1,clean_jerk_1_result,clean_jerk_2,clean_jerk_2_result,clean_jerk_3,clean_jerk_3_result,total_kg,sinclair
37 th European Championships,2025-04-13,Chisinau,MDA,Females,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2793,45 kg,20,Minarova Lucie,CZE,,69.90,C,75.0,s,80.0,u,80.0,u,97.0,s,101.0,u,102.0,u,172.0,212.7
37 th European Championships,2025-04-13,Chisinau,MDA,Females,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2793,45 kg,21,Maljkovic Barbara,CRO,,98.35,C,72.0,s,75.0,s,78.0,u,95.0,s,,na,,na,170.0,182.0
37 th European Championships,2025-04-13,Chisinau,MDA,Females,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2793,45 kg,22,Wodzka Emilia,DEN,,66.75,C,73.0,u,74.0,s,77.0,u,85.0,s,88.0,u,88.0,u,159.0,201.7
37 th European Championships,2025-04-13,Chisinau,MDA,Females,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2793,45 kg,1,Toko Kegne Genna Romida,ITA,,75.50,A,100.0,s,104.0,u,104.0,u,125.0,s,130.0,s,133.0,s,233.0,277.0
37 th European Championships,2025-04-13,Chisinau,MDA,Females,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2793,45 kg,2,Amroyan Anna,DEN,,75.55,A,95.0,u,95.0,s,100.0,s,126.0,s,131.0,u,131.0,s,231.0,274.5
37 th European Championships,2025-04-13,Chisinau,MDA,Females,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2793,45 kg,3,Gold Celia,USA,,74.55,A,96.0,s,99.0,u,100.0,s,127.0,s,130.0,s,122.0,u,230.0,275.1
37 th European Championships,2025-04-13,Chisinau,MDA,Females,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2793,45 kg,4,Dombrovska Iryna,UKR,,75.75,A,100.0,s,103.0,s,105.0,s,120.0,s,124.0,s,127.0,u,229.0,271.8
37 th European Championships,2025-04-13,Chisinau,MDA,Females,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2793,45 kg,5,Kireva Maria Magdalena,BUL,,76.00,A,100.0,s,104.0,s,106.0,s,117.0,s,120.0,s,122.0,u,226.0,267.8
37 th European Championships,2025-04-13,Chisinau,MDA,Females,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2793,45 kg,6,Khachatryan Milena,ARM,,76.00,A,95.0,s,100.0,u,100.0,u,121.0,s,128.0,s,131.0,s,226.0,267.8
37 th European Championships,2025-04-13,Chisinau,MDA,Females,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2793,45 kg,7,Brown Isabella,GBR,,75.85,B,97.0,s,100.0,s,103.0,u,117.0,s,120.0,s,123.0,s,223.0,264.5
37 th European Championships,2025-04-13,Chisinau,MDA,Females,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2793,45 kg,8,Ciubotaru Alexandrina,MDA,,75.75,A,99.0,s,102.0,u,102.0,u,120.0,s,124.0,s,127.0,u,223.0,264.7
37 th European Championships,2025-04-13,Chisinau,MDA,Females,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2793,45 kg,9,Marach Monika,POL,,72.75,A,100.0,s,103.0,u,104.0,u,117.0,u,118.0,s,,na,218.0,264.0
37 th European Championships,2025-04-13,Chisinau,MDA,Females,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2793,45 kg,10,Balaban Medine Saime,TUR,,74.10,A,95.0,s,99.0,s,101.0,u,119.0,s,124.0,u,125.0,u,218.0,261.5
37 th European Championships,2025-04-13,Chisinau,MDA,Females,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2793,45 kg,11,Lowik Nikki,NED,,75.85,A,98.0,s,101.0,u,101.0,u,120.0,s,124.0,u,124.0,u,218.0,258.6
37 th European Championships,2025-04-13,Chisinau,MDA,Females,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2793,45 kg,12,Rubanovich Nicole,ISR,,75.05,B,94.0,s,97.0,s,100.0,u,113.0,s,117.0,s,120.0,u,214.0,255.1
37 th European Championships,2025-04-13,Chisinau,MDA,Females,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2793,45 kg,13,Stefansdottir Gudny Bjork,ISL,,71.20,A,94.0,s,101.0,u,101.0,u,118.0,s,122.0,u,125.0,u,212.0,259.6
37 th European Championships,2025-04-13,Chisinau,MDA,Females,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2793,45 kg,14,Tolstrup Lauravest,DEN,,74.15,B,90.0,s,94.0,u,94.0,s,116.0,s,121.0,u,121.0,u,210.0,251.9
37 th European Championships,2025-04-13,Chisinau,MDA,Females,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2793,45 kg,15,Horvath Laura,HUN,,76.00,B,87.0,s,90.0,s,92.0,s,111.0,s,114.0,s,118.0,u,206.0,244.1
37 th European Championships,2025-04-13,Chisinau,MDA,Females,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2793,45 kg,16,Hormavirta Minni,FIN,,75.75,B,90.0,u,90.0,s,92.0,u,112.0,s,115.0,s,120.0,u,205.0,243.3
37 th European Championships,2025-04-13,Chisinau,MDA,Females,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2793,45 kg,17,Jerabkova Simona,CZE,,74.40,B,85.0,s,89.0,s,91.0,s,105.0,s,109.0,s,113.0,s,204.0,244.2
37 th European Championships,2025-04-13,Chisinau,MDA,Females,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2793,45 kg,18,Akerlund Ida,SWE,,73.85,B,84.0,s,87.0,s,89.0,u,108.0,s,111.0,u,112.0,s,199.0,239.2
37 th European Championships,2025-04-13,Chisinau,MDA,Females,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2793,45 kg,19,Dossche Iris Irene,BEL,,75.25,B,85.0,s,88.0,u,89.0,s,105.0,s,108.0,s,109.0,s,198.0,235.8
37 th European Championships,2025-04-13,Chisinau,MDA,Females,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2793,45 kg,20,Nurmi Nelli,FIN,,72.75,B,82.0,s,86.0,s,88.0,s,103.0,s,107.0,s,109.0,s,197.0,238.6
37 th European Championships,2025-04-13,Chisinau,MDA,Females,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2793,45 kg,21,Thyssens Morgane,BEL,,74.90,B,86.0,s,89.0,s,91.0,u,106.0,s,109.0,u,110.0,u,195.0,232.7
37 th European Championships,2025-04-13,Chisinau,MDA,Females,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2793,45 kg,22,Gavran Ivona,CRO,,75.00,B,84.0,s,88.0,s,91.0,u,106.0,u,106.0,s,109.0,u,194.0,231.4
37 th European Championships,2025-04-13,Chisinau,MDA,Females,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2793,45 kg,23,Saunders Kaitlin,ISR,,73.90,B,79.0,u,79.0,s,82.0,s,98.0,s,101.0,s,104.0,s,186.0,223.4
37 th European Championships,2025-04-13,Chisinau,MDA,Females,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2793,45 kg,24,Conac Adriana,MDA,,71.55,B,73.0,s,76.0,s,78.0,s,95.0,s,100.0,s,105.0,u,178.0,217.4
37 th European Championships,2025-04-13,Chisinau,MDA,Females,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2793,45 kg,1,Erighina Elena,MDA,,80.35,A,102.0,u,103.0,s,106.0,s,130.0,s,134.0,s,136.0,s,242.0,279.5
37 th European Championships,2025-04-13,Chisinau,MDA,Females,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2793,45 kg,2,Lagrou	 Ilke,BEL,,80.40,A,98.0,s,101.0,s,104.0,s,128.0,u,128.0,s,134.0,s,238.0,274.8
37 th European Championships,2025-04-13,Chisinau,MDA,Females,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2793,45 kg,3,Zielinska Weronika,POL,,80.50,A,102.0,s,105.0,s,107.0,u,128.0,s,132.0,s,136.0,u,237.0,273.5
37 th European Championships,2025-04-13,Chisinau,MDA,Females,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2793,45 kg,4,Gruzdova Maria,RUS,,80.70,A,100.0,s,104.0,s,107.0,u,127.0,s,131.0,s,135.0,u,235.0,270.9
37 th European Championships,2025-04-13,Chisinau,MDA,Females,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2793,45 kg,5,Poghosyan Emma,ARM,,80.50,A,100.0,s,105.0,u,105.0,u,130.0,s,138.0,u,138.0,u,230.0,265.4
37 th European Championships,2025-04-13,Chisinau,MDA,Females,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2793,45 kg,6,Feklistova Katrina,GBR,,79.45,A,101.0,s,103.0,s,105.0,s,120.0,s,124.0,s,127.0,u,229.0,265.8
37 th European Championships,2025-04-13,Chisinau,MDA,Females,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2793,45 kg,7,Brazaite Gintare,LTU,,79.00,A,95.0,s,98.0,s,101.0,s,117.0,s,121.0,s,124.0,s,225.0,261.8
37 th European Championships,2025-04-13,Chisinau,MDA,Females,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2793,45 kg,8,Gadelia  Natia,GEO,,80.80,A,95.0,s,99.0,u,99.0,s,118.0,s,124.0,s,127.0,u,223.0,256.9
37 th European Championships,2025-04-13,Chisinau,MDA,Females,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2793,45 kg,9,Alexe Alexandra,ROU,,79.70,A,95.0,s,100.0,s,103.0,u,115.0,s,121.0,u,122.0,s,222.0,257.3
37 th European Championships,2025-04-13,Chisinau,MDA,Females,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2793,45 kg,10,Arakelyan Margarita,ARM,,79.50,A,91.0,s,95.0,u,95.0,s,116.0,s,120.0,u,120.0,u,211.0,244.8
37 th European Championships,2025-04-13,Chisinau,MDA,Females,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2793,45 kg,11,De Koning Joyce,NED,,80.25,B,93.0,s,96.0,u,96.0,u,106.0,s,109.0,u,109.0,u,199.0,229.9
37 th European Championships,2025-04-13,Chisinau,MDA,Females,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2793,45 kg,12,Gernsoe Caroline,DEN,,79.95,B,83.0,u,83.0,s,86.0,s,112.0,u,112.0,s,117.0,u,198.0,229.2
37 th European Championships,2025-04-13,Chisinau,MDA,Females,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2793,45 kg,13,Gleisner Emma,FIN,,79.90,B,85.0,s,89.0,u,89.0,u,107.0,s,110.0,s,115.0,u,195.0,225.8
37 th European Championships,2025-04-13,Chisinau,MDA,Females,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2793,45 kg,14,Novakova Eliska,CZE,,78.15,B,83.0,u,83.0,s,87.0,s,103.0,s,104.0,u,104.0,s,191.0,223.4
37 th European Championships,2025-04-13,Chisinau,MDA,Females,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2793,45 kg,15,Smigova Eliska,CZE,,80.70,B,83.0,s,86.0,u,87.0,u,105.0,u,105.0,s,109.0,u,188.0,216.7
37 th European Championships,2025-04-13,Chisinau,MDA,Females,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2793,45 kg,16,Kurouskaia Ecaterina Cilcic,MDA,,76.50,B,83.0,s,86.0,s,89.0,u,101.0,s,104.0,u,106.0,u,187.0,220.9
37 th European Championships,2025-04-13,Chisinau,MDA,Females,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2793,45 kg,1,Koanda Solfrid,NOR,,86.95,A,117.0,u,117.0,s,122.0,s,145.0,s,,na,,na,267.0,298.4
37 th European Championships,2025-04-13,Chisinau,MDA,Females,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2793,45 kg,2,Gyurjyan Liana,ARM,,86.55,A,100.0,s,104.0,s,106.0,s,130.0,s,135.0,s,140.0,s,246.0,275.4
37 th European Championships,2025-04-13,Chisinau,MDA,Females,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2793,45 kg,3,Manievska Anastasiia,UKR,,86.40,A,102.0,s,105.0,s,107.0,u,125.0,s,130.0,u,130.0,s,235.0,263.2
37 th European Championships,2025-04-13,Chisinau,MDA,Females,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2793,45 kg,4,Hakobyan Tatev,ARM,,86.95,A,102.0,s,106.0,s,110.0,s,122.0,u,122.0,s,130.0,u,232.0,259.2
37 th European Championships,2025-04-13,Chisinau,MDA,Females,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2793,45 kg,5,Jensen Anne Sofie  Vejsgaard,DEN,,86.90,B,100.0,s,105.0,s,109.0,s,115.0,s,120.0,u,122.0,s,231.0,258.2
37 th European Championships,2025-04-13,Chisinau,MDA,Females,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2793,45 kg,6,Suren Tuana,TUR,,86.25,A,100.0,s,104.0,u,105.0,u,125.0,s,131.0,u,131.0,u,225.0,252.2
37 th European Championships,2025-04-13,Chisinau,MDA,Females,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2793,45 kg,7,Kheidzer Darya,BLR,,86.00,A,100.0,s,105.0,u,105.0,u,115.0,s,120.0,s,124.0,s,224.0,251.4
37 th European Championships,2025-04-13,Chisinau,MDA,Females,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2793,45 kg,8,Senicova Nicole,SVK,,86.90,A,98.0,u,98.0,s,101.0,s,117.0,u,117.0,s,121.0,u,218.0,243.7
37 th European Championships,2025-04-13,Chisinau,MDA,Females,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2793,45 kg,9,Mityko Veronika,HUN,,83.20,B,100.0,s,104.0,s,106.0,u,112.0,u,112.0,u,112.0,s,216.0,245.7
37 th European Championships,2025-04-13,Chisinau,MDA,Females,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2793,45 kg,10,Boros Viktoria,HUN,,84.35,B,83.0,s,87.0,u,87.0,s,103.0,s,107.0,s,110.0,s,197.0,222.8
37 th European Championships,2025-04-13,Chisinau,MDA,Females,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2793,45 kg,11,Seda Pavlina,CZE,,87.00,B,84.0,s,89.0,s,91.0,s,98.0,s,104.0,s,109.0,u,195.0,217.8
37 th European Championships,2025-04-13,Chisinau,MDA,Females,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2793,45 kg,1,Campbell Emily,GBR,,131.10,A,112.0,s,116.0,s,120.0,s,150.0,s,156.0,s,161.0,s,281.0,283.4
37 th European Championships,2025-04-13,Chisinau,MDA,Females,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2793,45 kg,2,Klug Kiara,GER,,92.90,A,106.0,s,109.0,s,111.0,s,127.0,s,131.0,s,133.0,u,242.0,263.9
37 th European Championships,2025-04-13,Chisinau,MDA,Females,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2793,45 kg,3,Kisil Valentyna,UKR,,100.80,A,105.0,s,108.0,s,110.0,s,121.0,s,127.0,u,127.0,s,237.0,251.9
37 th European Championships,2025-04-13,Chisinau,MDA,Females,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2793,45 kg,4,Borodina Krystyna,UKR,,95.60,A,98.0,s,102.0,u,102.0,u,126.0,s,128.0,s,132.0,s,230.0,248.4
37 th European Championships,2025-04-13,Chisinau,MDA,Females,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2793,45 kg,5,Tumasyan Meri,ARM,,101.60,A,90.0,s,95.0,s,98.0,s,110.0,s,116.0,s,122.0,u,214.0,226.9
37 th European Championships,2025-04-13,Chisinau,MDA,Females,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2793,45 kg,6,Cilcic Anastasia,MDA,,88.30,A,85.0,s,90.0,s,94.0,s,110.0,s,116.0,s,120.0,u,210.0,233.3
37 th European Championships,2025-04-13,Chisinau,MDA,Females,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2793,45 kg,7,Ivanova Dzhesika,BUL,,96.80,A,91.0,s,95.0,s,98.0,u,115.0,s,120.0,u,120.0,u,210.0,225.9
37 th European Championships,2025-04-13,Chisinau,MDA,Females,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2793,45 kg,8,Pedersen Aurelia Rebekka,DEN,,131.60,A,90.0,s,95.0,u,98.0,u,105.0,s,110.0,s,115.0,s,205.0,206.7
89 th World Championships,2024-12-06,Manama,BRN,Males,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2788,55 kg,1,Chomchuen Natthawat,THA,,54.98,A,117.0,s,120.0,u,120.0,s,147.0,s,150.0,s,153.0,s,273.0,448.9
89 th World Championships,2024-12-06,Manama,BRN,Males,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2788,55 kg,2,Felix Da Silva Thiago,BRA,,55.00,A,114.0,s,118.0,s,121.0,s,142.0,s,145.0,s,148.0,s,269.0,442.2
89 th World Championships,2024-12-06,Manama,BRN,Males,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2788,55 kg,3,Agad Fernando,PHI,,55.00,A,113.0,s,116.0,s,119.0,u,143.0,s,147.0,s,149.0,u,263.0,432.4
89 th World Championships,2024-12-06,Manama,BRN,Males,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2788,55 kg,4,Al Saleem Mansour Abdulrahim,KSA,,54.68,A,114.0,s,119.0,u,119.0,s,139.0,s,143.0,s,146.0,u,262.0,432.7
89 th World Championships,2024-12-06,Manama,BRN,Males,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2788,55 kg,5,Yang Yang,CHN,,55.00,A,120.0,u,120.0,s,122.0,u,140.0,u,140.0,s,144.0,u,260.0,427.4
89 th World Championships,2024-12-06,Manama,BRN,Males,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2788,55 kg,6,Rusev Angel,BUL,,55.00,A,110.0,u,110.0,s,113.0,u,135.0,s,141.0,s,144.0,s,254.0,417.6
89 th World Championships,2024-12-06,Manama,BRN,Males,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2788,55 kg,7,Zarkov Dzhan,BUL,,54.94,A,95.0,s,100.0,s,104.0,s,130.0,s,137.0,s,140.0,s,244.0,401.5
89 th World Championships,2024-12-06,Manama,BRN,Males,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2788,55 kg,8,Poox Peralta Jose Manuel,MEX,,54.86,A,100.0,s,105.0,s,107.0,u,130.0,s,135.0,s,138.0,s,243.0,400.3
89 th World Championships,2024-12-06,Manama,BRN,Males,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2788,55 kg,9,Barco Rangel Juan Antonio,MEX,,54.82,A,99.0,u,99.0,u,99.0,s,123.0,s,129.0,u,,na,222.0,365.9
89 th World Championships,2024-12-06,Manama,BRN,Males,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2788,55 kg,10,Basel Abdullah Ahmed Matekef,YEM,,53.14,A,85.0,s,87.0,s,89.0,s,105.0,u,105.0,u,105.0,s,194.0,327.9
89 th World Championships,2024-12-06,Manama,BRN,Males,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2788,55 kg,1,Pak Myong Jin,PRK,,60.20,A,129.0,s,132.0,u,132.0,s,165.0,s,169.0,s,173.0,s,305.0,468.1
89 th World Championships,2024-12-06,Manama,BRN,Males,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2788,55 kg,2,Aniq Kasdan Mohamad,MAS,,60.90,A,125.0,s,130.0,u,130.0,s,165.0,u,166.0,s,172.0,u,296.0,450.5
89 th World Championships,2024-12-06,Manama,BRN,Males,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2788,55 kg,3,Nguyen Tran Anh Tuan,VIE,,60.96,A,128.0,u,129.0,u,131.0,s,156.0,s,160.0,s,163.0,u,291.0,442.5
89 th World Championships,2024-12-06,Manama,BRN,Males,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2788,55 kg,4,Wei Haixian,CHN,,60.94,A,128.0,s,131.0,u,132.0,u,160.0,s,166.0,u,167.0,u,288.0,438.1
89 th World Championships,2024-12-06,Manama,BRN,Males,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2788,55 kg,5,Kao Chan-Hung,TPE,,61.00,A,122.0,s,125.0,s,127.0,u,151.0,s,156.0,s,158.0,s,283.0,430.2
89 th World Championships,2024-12-06,Manama,BRN,Males,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2788,55 kg,6,Berdelidze	 Goderdzi,GEO,,61.00,A,120.0,s,125.0,s,131.0,u,145.0,s,152.0,s,157.0,s,282.0,428.6
89 th World Championships,2024-12-06,Manama,BRN,Males,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2788,55 kg,7,Cholakyan Garnik,ARM,,61.00,B,120.0,s,125.0,s,130.0,s,150.0,s,155.0,u,155.0,u,280.0,425.6
89 th World Championships,2024-12-06,Manama,BRN,Males,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2788,55 kg,8,Alkhadrawi Hashem Hassan,KSA,,60.90,B,111.0,s,115.0,s,118.0,s,138.0,s,142.0,s,144.0,s,262.0,398.7
89 th World Championships,2024-12-06,Manama,BRN,Males,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2788,55 kg,9,Zalipskyi Pavlo,UKR,,61.00,B,120.0,u,120.0,s,130.0,u,138.0,s,141.0,s,144.0,u,261.0,396.7
89 th World Championships,2024-12-06,Manama,BRN,Males,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2788,55 kg,10,Danev Deniz,BUL,,60.34,B,100.0,s,105.0,s,110.0,u,130.0,s,135.0,s,140.0,s,245.0,375.4
89 th World Championships,2024-12-06,Manama,BRN,Males,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2788,55 kg,11,Abu Bakar Nashrul,BRU,,61.00,B,98.0,s,101.0,s,104.0,s,128.0,u,128.0,s,132.0,s,236.0,358.7
89 th World Championships,2024-12-06,Manama,BRN,Males,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2788,55 kg,12,Mendonca Ricardo,POR,,60.66,B,95.0,u,95.0,s,100.0,u,115.0,s,118.0,s,130.0,u,213.0,325.1
89 th World Championships,2024-12-06,Manama,BRN,Males,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2788,55 kg,13,Alotaibi Fahad,KUW,,60.76,B,88.0,s,93.0,u,93.0,u,117.0,u,117.0,s,123.0,u,205.0,312.5
89 th World Championships,2024-12-06,Manama,BRN,Males,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2788,55 kg,1,RI Won	Ju,PRK,,67.00,A,138.0,s,143.0,s,146.0,s,182.0,u,182.0,s,190.0,s,336.0,478.5
89 th World Championships,2024-12-06,Manama,BRN,Males,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2788,55 kg,2,Pak Pyol,PRK,,67.00,A,142.0,s,147.0,s,150.0,s,182.0,s,190.0,u,191.0,u,332.0,472.8
89 th World Championships,2024-12-06,Manama,BRN,Males,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2788,55 kg,3,Genc Yusuf Fehmi,TUR,,67.00,A,141.0,s,146.0,s,149.0,u,179.0,s,181.0,s,187.0,u,327.0,465.6
89 th World Championships,2024-12-06,Manama,BRN,Males,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2788,55 kg,4,Zheng Xinhao,CHN,,67.00,A,142.0,s,148.0,s,151.0,u,176.0,s,180.0,u,181.0,u,324.0,461.4
89 th World Championships,2024-12-06,Manama,BRN,Males,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2788,55 kg,5,Kahriman Kaan,TUR,,67.00,A,143.0,s,148.0,s,151.0,u,170.0,s,175.0,s,177.0,u,323.0,459.9
89 th World Championships,2024-12-06,Manama,BRN,Males,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2788,55 kg,6,Garcia Hector,COL,,67.00,B,140.0,s,145.0,s,148.0,u,164.0,s,170.0,u,170.0,u,309.0,440.0
89 th World Championships,2024-12-06,Manama,BRN,Males,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2788,55 kg,7,Muhamad Aznil Bidin,MAS,,66.74,C,130.0,s,133.0,s,137.0,s,165.0,u,166.0,s,171.0,s,308.0,439.7
89 th World Championships,2024-12-06,Manama,BRN,Males,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2788,55 kg,8,Alsaleem Seraj Abdulrahim,KSA,,66.70,B,131.0,s,135.0,s,138.0,u,162.0,s,169.0,s,172.0,u,304.0,434.2
89 th World Championships,2024-12-06,Manama,BRN,Males,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2788,55 kg,9,Bae Moonsu,KOR,,67.00,B,130.0,s,135.0,u,135.0,u,170.0,s,175.0,u,175.0,u,300.0,427.2
89 th World Championships,2024-12-06,Manama,BRN,Males,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2788,55 kg,10,Cano Trujillo David,COL,,67.00,B,138.0,s,142.0,u,142.0,u,161.0,s,165.0,u,166.0,u,299.0,425.8
89 th World Championships,2024-12-06,Manama,BRN,Males,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2788,55 kg,11,Zhong Yuanlong,CHN,,66.72,A,133.0,s,137.0,s,141.0,u,162.0,u,162.0,s,171.0,u,299.0,427.0
89 th World Championships,2024-12-06,Manama,BRN,Males,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2788,55 kg,12,Ratphet Teerawat,THA,,67.00,C,130.0,s,134.0,u,134.0,u,155.0,s,161.0,s,167.0,s,297.0,422.9
89 th World Championships,2024-12-06,Manama,BRN,Males,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2788,55 kg,13,Andriatsitohaina Tojonirina Alain,MAD,,66.90,A,135.0,u,135.0,s,140.0,u,160.0,s,169.0,u,169.0,u,295.0,420.5
89 th World Championships,2024-12-06,Manama,BRN,Males,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2788,55 kg,14,Irawan Eko Yuli,INA,,66.80,B,126.0,s,131.0,u,131.0,s,155.0,s,161.0,s,165.0,u,292.0,416.6
89 th World Championships,2024-12-06,Manama,BRN,Males,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2788,55 kg,15,Bardalez Luis David,PER,,67.00,B,126.0,s,129.0,s,131.0,u,160.0,s,164.0,u,164.0,u,289.0,411.5
89 th World Championships,2024-12-06,Manama,BRN,Males,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2788,55 kg,16,Hu Jyun Siang,TPE,,67.00,C,120.0,u,120.0,u,120.0,s,160.0,s,161.0,s,170.0,u,281.0,400.1
